payment_id,status,delivery_time_hours,failure_reason
P000433,Completed,34.5,
P001728,Completed,9.4,
P002599,Completed,25.3,
P001074,Completed,48.5,
P000304,Completed,4.7,
P000927,Delayed,127.0,
P003180,Completed,23.5,
P002763,Completed,31.0,
P001439,Failed,,Insufficient Funds
P004389,Completed,30.7,
P001699,Completed,35.8,
P001415,Completed,14.9,
P000197,Completed,47.4,
P003606,Completed,34.8,
P001700,Completed,27.9,
P002251,Completed,22.5,
P003967,Completed,44.2,
P003259,Failed,,Invalid Account Details
P000408,Completed,6.1,
P001690,Completed,29.1,
P003734,Completed,13.3,
P002703,Completed,38.2,
P003119,Completed,67.7,
P002221,Completed,64.1,
P003952,Completed,70.0,
P004085,Completed,16.5,
P002855,Failed,,Compliance Hold
P000450,Completed,35.6,
P004151,completed,38.4,
P001138,Completed,49.3,
P002895,Completed,16.5,
P002170,Completed,6.0,
P003187,Completed,64.1,
P000605,Delayed,194.9,
P002765,Completed,35.3,
P003968,Completed,64.9,
P001233,Completed,14.4,
P004363,Completed,59.6,
P003545,Completed,13.1,
P003612,Completed,63.4,
P002598,Delayed,93.6,
P002064,Completed,-38.3,
P003806,Completed,33.6,
P001299,Completed,17.2,
P004159,Completed,45.4,
P003888,Completed,25.7,
P004461,Failed,,Network Error
P004165,Completed,28.3,
P002894,Completed,65.5,
P002909,Completed,37.9,
P003766,Completed,68.3,
P001262,Completed,1.0,
P003587,Completed,15.5,
P003840,Completed,2.3,
P001282,Delayed,114.9,
P003198,Completed,44.3,
P000981,Completed,,
P004335,Delayed,127.4,
P004476,Delayed,118.7,
P001397,Completed,34.1,
P001879,Completed,14.7,
P003398,Completed,57.1,
P002323,Delayed,147.3,
P000500,Delayed,75.0,
P003921,Completed,49.5,
P001285,Failed,,Compliance Hold
P003804,Delayed,159.6,
P003505,Completed,44.3,
P001482,Completed,64.8,
P001037,Completed,50.1,
P003337,Completed,46.2,
P003800,Completed,56.7,
P003703,Completed,11.3,
P003079,Completed,3.9,
P000425,Completed,,
P001133,Delayed,183.3,
P002972,Completed,1.9,
P003085, Completed,59.4,
P002122,Completed,28.1,Regulatory Block
P000642,Delayed,107.0,
P001513,Completed,58.5,
P001563,Completed,22.3,
P003833,Completed,60.5,
P003874,Completed,33.4,
P002580,Completed,54.5,
P002438,Completed,51.2,
P002907,Completed,31.3,
P000563,Delayed,126.5,
P000585,Completed,16.4,Insufficient Funds
P001090,Completed,1.6,
P000632,Completed,41.7,
P003955,Delayed,217.0,
P000002,Completed,22.9,
P003479,Completed,61.8,
P000179,Completed,56.2,
P001004,Completed,39.0,
P003430,Failed,,Regulatory Block
P000631,Completed,39.4,
P001632,Completed,56.7,
P004001,Completed,21.9,
P001668,Completed,41.1,
P004231,Completed,26.5,
P003990,Completed,2.6,
P001371,Completed,6.9,
P002237,Completed,64.5,
P001606,Delayed,69.3,
P000372,Completed,69.8,
P003341,Completed,17.6,
P000896,Delayed,194.1,
P000873,Completed,53.3,
P003899,Completed,65.9,
P003123,Completed,6.9,
P003491,Completed,26.6,
P001755,Completed,8.1,
P001655,Completed,63.2,
P000383,Completed,16.3,
P000300,Failed,,Insufficient Funds
P002468,Delayed,236.7,
P000131,Completed,-7.9,
P003105,Completed,33.2,
P000842,Completed,68.2,
P002146,Completed,26.1,
P001710,Delayed,86.0,
P002307,Completed,49.9,Regulatory Block
P003133,Failed,,Regulatory Block
P003181,Delayed,150.9,
P003324,Completed,16.8,
P000855,Completed,12.4,
P002755,Completed,41.7,
P003582,Completed,52.6,
P002544,Delayed,148.1,
P004313,Completed,39.8,
P000040,Completed,26.0,
P004341,Completed,42.5,
P001651,Completed,52.9,
P000524,Delayed,77.9,
P001960,Completed,20.7,
P000068,Completed,35.7,
P002393,Completed,3.5,
P003706,Completed,50.7,
P004164,completed,37.7,
P000578,Completed,39.5,
P001413,Completed,61.0,
P001691,Completed,70.8,
P000032, Completed,51.6,
P000595,Completed,40.3,
P000034,Completed,36.2,
P003536,Completed,3.1,
P002080,Completed,53.9,
P003283,Completed,22.3,
P000263,Completed,47.8,
P001989,Completed,41.9,
P001107,Completed,34.2,
P000017,Completed,12.1,
P003075,Completed,48.2,
P001880,Completed,5.9,
P000717,Completed,2.2,
P003925,Completed,20.9,
P004083,Completed,9.1,
P002572,Completed,30.0,
P002843,Completed,6.7,
P001264,Completed,26.7,
P001929,Completed,57.8,
P004328,Completed,51.3,
P002685,Completed,7.5,
P003174,Completed,34.5,
P002847,Delayed,158.7,
P000551,Delayed,147.1,
P001311,Delayed,182.2,
P001093,Completed,,
P002728,Delayed,118.0,
P003511,Completed,39.9,
P001679,Completed,58.5,
P002011,Delayed,54.0,
P004274,Completed,51.9,
P001406,Completed,26.9,
P001796,Completed,59.6,
P000381,Completed,42.5,
P000182,Failed,,Regulatory Block
P004418,Completed,54.2,
P001582,Completed,38.4,
P003168,Failed,,Compliance Hold
P002514,Completed,70.1,
P000207,Completed,52.1,
P004309,Completed,34.0,
P004449,Completed,32.2,
P001509,Delayed,154.1,
P002713,Completed,70.7,
P003853,Completed,27.2,
P000814,Completed,49.0,
P003645,Completed,70.3,
P001980,Completed,15.5,
P003961,Completed,21.5,
P002825,Completed,,
P002113,Failed,,Compliance Hold
P002818,Delayed,129.3,
P002277,Completed,65.6,
P002807,Completed,17.3,
P000432,Delayed,143.0,
P002128,Failed,,Compliance Hold
P000410,Completed,28.7,
P003223,Completed,11.0,
P003504,Completed,40.8,
P003752,Delayed,154.5,
P000885,Completed,10.0,
P000729,Delayed,225.8,
P000121,Completed,70.3,
P003350,Delayed,199.0,
P001479,Completed,21.9,
P002852,Completed,66.4,
P004140,Completed,17.9,
P000797,Completed,54.2,
P000787,Completed,17.4,
P003030,Completed,48.3,
P002034,Completed,35.4,
P004324,Completed,67.3,
P004239,Completed,4.4,
P004025,Failed,,Regulatory Block
P004169,Completed,2.5,
P003976,Completed,39.4,
P003358,Completed,46.0,
P004148,Completed,14.4,
P001646,Completed,72.0,
P002851,Failed,,Regulatory Block
P003419,Completed,10.4,
P001911,Completed,32.5,
P002780,Completed,59.4,
P000947,Completed,55.6,
P002735,Completed,13.8,
P000687,Delayed,149.1,
P001048,Completed,,
P000897,Completed,35.5,
P002098,Completed,39.7,
P002589,Completed,16.9,
P002001,Completed,24.4,
P004167,Completed,28.0,
P004492,Completed,4.1,
P003447,Completed,23.2,
P000961,Completed,18.8,
P000203,Completed,29.1,
P003989,Completed,30.2,
P002879,Completed,42.0,
P003923,Completed,7.1,
P002977,Completed,15.7,
P003590,Completed,49.4,
P003438,Completed,55.7,
P001012,Completed,42.4,
P003397,Completed,8.0,
P003927,Completed,55.9,
P001846,Completed,15.2,
P000903,Completed,4.5,
P002056,Completed,34.2,
P004495,Completed,41.6,
P003412,Completed,11.2,
P004451,Completed,41.4,
P003525,Completed,36.9,
P002693,Failed,,Insufficient Funds
P000870,Completed,9.4,
P004493,Completed,23.8,
P002596,Completed,13.0,
P000151,Completed,59.9,
P001009,Failed,,Invalid Account Details
P004228,Delayed,95.2,
P003087,Completed,12.6,
P001426,Completed,50.1,
P001731,Completed,65.2,
P000752,Completed,19.1,
P000265,Completed,6.4,
P002849,Failed,,Network Error
P000215,Completed,42.3,
P000482,Completed,5.4,
P003534,Completed,1.3,
P001298,Completed,35.0,
P001197,Completed,39.0,
P000127,Completed,64.1,
P001541,Completed,1.5,
P003007,Completed,27.7,
P000765,Completed,20.8,
P000236,Completed,24.0,
P001864,Completed,11.0,Compliance Hold
P001721,Completed,54.9,
P000906,Failed,,Insufficient Funds
P002240,Completed,8.4,
P001968,failed,,Regulatory Block
P003854,Delayed,129.3,
P001729,Completed,17.5,
P002209, Completed,25.2,
P003275,Completed,57.4,
P003318,Completed,11.5,
P000222,Completed,27.4,
P001119,Delayed,205.3,
P004347,Delayed,207.5,
P004271,Completed,46.8,
P001353,Completed,17.2,
P004081,Completed,49.1,
P000319,Completed,44.3,
P000741,Failed,,Insufficient Funds
P004457,Completed,6.8,
P003184,Completed,10.7,
P003213,Completed,,
P002267,Completed,47.4,
P003161,Completed,26.2,
P004438,Completed,23.6,
P001181,Delayed,120.7,
P003200,Completed,21.7,
P002711,Completed,53.9,
P004275,Completed,63.2,
P003573,Completed,17.2,
P003658,Completed,29.8,
P001501,Completed,52.3,
P001545,Completed,39.0,
P002959,Delayed,200.0,
P001495,delayed,,
P002096,Completed,71.3,
P002439,Failed,,Invalid Account Details
P002527,Completed,64.9,
P002822,Completed,29.1,
P002734,Completed,4.7,
P001276,Completed,39.1,
P003681,Completed,5.6,
P002351,Completed,4.3,
P002012,Completed,27.3,
P004444,Delayed,176.8,
P003978,Completed,35.1,
P002605,Completed,6.8,
P003466,Delayed,194.0,
P002372,Completed,49.4,
P000045,Completed,67.2,
P003813,Completed,27.2,
P000718,Completed,35.1,
P002860,Completed,36.0,
P001055,Completed,48.6,
P004490,Failed,,
P003236,Completed,41.7,
P003610,Completed,54.5,
P000840,Delayed,132.0,
P003315,Delayed,,
P002247,Completed,41.2,
P002718,Completed,36.9,
P004478,Completed,17.0,
P002652,Completed,13.6,
P003128,Completed,12.6,
P001331,Completed,70.3,
P001400,Completed,59.6,
P003142,Completed,49.7,
P003757,Completed,46.7,
P001172,Completed,31.1,
P002327,Completed,11.2,
P002863,Completed,66.8,
P001943,Failed,,Regulatory Block
P001919,Completed,33.6,
P002594,Completed,35.2,
P001473,Completed,49.2,
P002435, Completed,17.7,
P002455,Completed,54.4,
P000738,Completed,29.9,
P000810,Delayed,71.7,
P003060,Completed,67.4,
P001389,Delayed,218.7,
P003178,Completed,27.8,
P000556,Completed,63.4,
P000516,Completed,40.5,
P001404,Completed,66.3,
P001800,Completed,60.4,
P002180,Completed,68.2,
P001827,Completed,71.8,
P003356,Completed,21.9,
P000942,Completed,71.3,
P001613,Completed,47.6,
P004375,Completed,38.8,
P004123,Completed,67.9,
P003951,Completed,30.6,
P001468,Completed,36.6,
P000713,Completed,37.5,
P001851,Completed,27.0,
P002767,Completed,35.9,Invalid Account Details
P003207,Delayed,105.2,
P003737,Completed,29.5,
P000239,Completed,68.1,
P003503,Delayed,217.6,
P000095,Completed,28.6,
P001036,Delayed,67.2,
P002168,Completed,6.4,
P002489,Completed,7.3,
P003317,Completed,41.7,
P000579,Completed,27.3,
P000442, Completed,25.7,
P002200,Completed,4.3,
P003206,Completed,21.3,
P001750,Delayed,56.5,
P000048,Delayed,160.6,
P004290,Completed,24.4,
P002739,Completed,29.6,
P000377,Completed,71.0,
P000851,Completed,12.4,
P003514,Completed,7.4,
P003170,Completed,21.0,
P004073,Completed,,
P000833,Completed,59.1,
P000192,Completed,12.0,
P001688,Completed,52.8,
P001051,Completed,4.1,
P003002,Completed,46.0,
P001615,Completed,51.3,
P003507,Completed,59.0,
P003775,Completed,51.7,
P003243,Delayed,227.1,
P003624,Delayed,196.7,
P001274,Delayed,224.7,
P000610,Completed,51.9,
P000271,Completed,63.1,
P003611,Completed,62.4,
P001751,Completed,42.8,
P001434, Completed,16.3,
P002329,Completed,6.9,
P000547,Delayed,114.5,
P001754,Completed,68.0,
P001487,Completed,4.9,
P002311,Completed,36.3,
P001623,Completed,54.0,
P001812,Completed,45.9,
P001620,Failed,,Compliance Hold
P004267,Delayed,194.0,
P000035,Completed,34.6,
P004431,Completed,24.2,
P002838,Completed,56.6,
P002878,Completed,38.8,
P004234,Completed,57.6,
P001902,Completed,67.3,
P000588,Completed,60.8,
P002516,Completed,68.5,
P002029,Delayed,112.3,
P001893,Completed,33.1,
P001696,Failed,,Compliance Hold
P001046,Delayed,91.3,
P003893,Completed,60.3,
P003616,Completed,28.0,
P002756,Completed,24.8,
P002447,Completed,46.9,
P003744,Completed,39.4,
P002983,Delayed,160.8,
P001585,Completed,16.2,
P004284,Delayed,206.1,
P002919,Completed,,
P000284,Completed,42.6,
P000198,Completed,11.4,
P000430,Completed,29.0,
P000952,Delayed,159.4,
P003214,Completed,48.0,
P002016,Completed,32.0,
P001279,Completed,64.2,
P000737,Delayed,83.8,
P003016,Completed,49.8,
P001588,Completed,37.6,
P000959,Failed,,Compliance Hold
P001697,Completed,22.4,
P001698,Completed,8.8,
P002817,Completed,44.6,
P001636,Completed,40.2,
P001474,Completed,39.9,
P002503,Completed,48.7,
P000522,Completed,29.2,
P002737,Delayed,171.1,Insufficient Funds
P003568,Completed,12.0,
P002560,Delayed,179.1,
P004301,Completed,60.9,
P003898,Delayed,63.6,
P000009,Completed,51.1,
P001055,Completed,48.6,
P000452,Completed,11.7,
P004364,Completed,33.0,
P003838,Delayed,71.8,
P001449,Completed,5.3,
P003480,Completed,38.1,
P002744,Completed,,
P000426,Completed,67.3,
P002953,delayed,80.2,
P003633,Completed,17.3,
P001286,Completed,50.5,
P004139,Completed,42.1,
P002837,Completed,13.4,
P002433,Completed,55.9,
P003908,Completed,38.6,
P004227,Delayed,232.6,
P002346,Completed,39.5,
P004193,Completed,12.8,
P004220,Completed,5.8,
P001421,Completed,23.0,
P002403,Completed,17.8,
P002805,Completed,62.7,
P001104,Completed,20.4,
P001409,delayed,149.7,
P003940,Completed,26.5,
P001281,Completed,71.8,
P002636,Completed,27.2,
P000005,Completed,5.3,
P003347,Completed,71.8,
P001347,Completed,20.4,
P000716,Delayed,98.9,
P001331,Completed,70.3,
P002017,Completed,20.4,
P003372,Delayed,48.8,
P001067,Failed,,Invalid Account Details
P000015,completed,21.5,
P002722,Completed,59.1,
P002270,Completed,71.8,
P001417,Completed,18.8,
P000388,Completed,28.7,
P002086,Failed,,
P002063,Completed,46.7,
P000576,Completed,39.8,
P003818,Completed,47.3,
P001484,Completed,53.6,
P003652,Delayed,225.3,
P001735,Delayed,64.0,
P002052,Completed,37.3,
P000548,Completed,27.2,
P000924,Completed,56.1,
P004229,Completed,1.6,
P000626,Completed,15.5,
P000175,Completed,32.9,
P003557,Completed,57.3,
P004291,Delayed,59.9,
P000109,Failed,,Compliance Hold
P000123,Completed,20.3,
P003192,Completed,28.1,
P002174,Completed,71.3,
P001118,Completed,20.1,
P001442,Completed,62.4,
P003844,Failed,,Regulatory Block
P001147,Completed,36.0,
P000004,Delayed,108.5,
P000724,Completed,32.6,
P002286,Failed,,Regulatory Block
P004425,Completed,23.0,
P000160,Completed,31.0,
P001850,Delayed,88.4,
P001159,Completed,68.6,
P003823,Completed,20.3,
P003387,Completed,1.1,
P003437,Completed,55.0,
P001674,Completed,31.5,
P001418,Completed,53.1,
P001621,Delayed,209.9,
P002238,Completed,69.5,
P003015,Failed,,Regulatory Block
P002699,Completed,54.0,
P004468,Completed,3.7,
P000594,Completed,11.4,
P004204,Delayed,137.5,
P004188,Delayed,228.7,
P001881,Completed,62.6,
P000673,Completed,43.2,
P000678,Completed,9.1,
P002391,Completed,71.5,
P001001, Failed,,
P002591,Failed,,Network Error
P003377,Completed,60.1,
P003025,Completed,27.9,
P001388,Completed,15.2,
P002877,Completed,57.0,
P003936,Completed,56.0,
P000021,Completed,13.0,
P003597,Failed,,Insufficient Funds
P002108,Completed,,
P000760,Completed,2.2,
P000470,Completed,22.9,
P001030,Delayed,132.2,
P000420,Delayed,54.3,
P004186,Completed,63.6,
P002696,Completed,45.5,
P003384,Completed,30.1,
P001584,Delayed,201.2,
P003586,Completed,16.4,
P001612,Completed,3.3,
P002682,Completed,4.9,
P001390,Completed,23.9,
P000889,Completed,25.0,Network Error
P004443,Completed,56.4,
P001330,Completed,13.0,
P002179,Delayed,171.9,
P004022,Delayed,204.7,
P003019,Completed,21.2,
P003197,Completed,57.6,
P002987,Completed,43.0,
P002181,Completed,21.0,
P002546,Completed,20.1,
P004212,Completed,22.8,
P001158,Delayed,106.6,
P000140,Completed,35.1,
P002960,Failed,,Regulatory Block
P000295,Completed,60.2,
P001562,Delayed,127.8,
P000307,Completed,,
P002667,Completed,30.1,
P001702,Completed,59.0,
P000528,Completed,55.5,
P002745,Completed,43.7,
P004338,Completed,64.3,
P002845,Completed,4.9,
P000835,Completed,42.1,
P000336,Failed,,Network Error
P002283,Completed,23.2,
P003583,Completed,71.5,
P002499,Completed,37.7,
P002487,Delayed,127.4,
P004296,Delayed,180.7,
P001793,Completed,7.8,
P002156,Completed,49.9,
P000012,Completed,37.3,
P003264,Completed,17.8,
P003385,Failed,,Compliance Hold
P000931,Completed,36.0,
P002310,Completed,8.2,
P001887,Completed,40.8,
P002306,Delayed,103.6,
P000077,completed,34.2,
P001151,Completed,4.4,
P000188,Completed,58.8,
P000712,Completed,34.5,
P004115,Completed,33.9,
P000183,Completed,1.9,
P000465,Completed,26.1,
P004427,Completed,22.6,
P001904,Delayed,118.2,
P001749,Completed,30.7,
P002412,Delayed,161.5,
P003195,Completed,66.9,
P001256,Completed,46.2,
P004351,Completed,62.7,
P002220,Completed,38.5,
P001087,Completed,55.3,
P003379,Completed,46.6,
P000261,Completed,68.6,
P002124,Completed,42.5,
P001489,Completed,44.6,
P003222,Completed,8.5,
P002705,Completed,71.8,
P001250,Completed,46.6,
P003062,Completed,21.3,
P001246,Completed,56.6,
P002401,Completed,19.4,
P001206,Failed,,Insufficient Funds
P000587,Completed,70.9,
P000808,completed,41.9,
P001906,Completed,42.8,
P001958,Completed,61.7,
P002285,Failed,,Compliance Hold
P003580,Completed,57.4,
P002674,Completed,33.0,
P000024,Completed,63.5,
P002776,Completed,37.5,
P003979,Delayed,163.0,
P003415,Failed,,Network Error
P002555,Completed,22.3,
P001932,Delayed,113.6,
P002204,Completed,25.0,
P003208,Completed,34.3,
P001355,Completed,45.2,
P002427,Completed,18.2,
P000953,Completed,17.9,
P000493,Completed,38.8,
P000880,Completed,19.9,
P001577,Delayed,202.5,
P001380,Completed,45.3,
P000441,Delayed,143.2,
P002169,Completed,56.3,
P004154,Completed,26.1,
P000389,Completed,38.2,
P000104,Completed,37.8,
P004398,Completed,31.1,
P003787,Completed,26.2,
P000281,Completed,22.6,
P002842,Completed,48.4,
P004223,Completed,54.6,
P002229,Completed,15.6,
P002109,Completed,50.9,
P001044,Completed,67.2,
P003994,Completed,26.2,
P002199,Completed,57.7,
P003828,Completed,12.3,
P002806,Completed,46.7,
P002089,Completed,34.6,
P002566,Completed,50.2,
P003408,Completed,34.2,
P003564,Delayed,70.0,
P000860,Completed,33.1,
P001941,Completed,1.7,
P001715,Completed,42.7,
P000341,Completed,64.7,
P001131,Delayed,228.2,
P003995,Completed,4.3,
P001801,Delayed,175.7,
P003965,Completed,24.2,
P003053,Completed,38.1,
P000728,Completed,7.2,
P000972,Completed,5.8,
P001184,Completed,15.4,
P002958,Completed,59.8,
P002333,Completed,3.7,
P002848,Completed,53.5,
P003736,Completed,10.9,
P004048,Completed,52.4,
P002272,Completed,41.9,
P002381,Completed,38.8,
P002257,Completed,44.2,
P003841,Completed,28.8,
P001343,Completed,34.3,
P002884,Delayed,170.6,
P000682,Completed,8.5,
P000397,Completed,2.0,
P003884,Completed,69.0,
P001352,Completed,41.1,
P001641,Completed,26.0,
P004395,Completed,18.6,
P003122,Completed,69.0,
P003864,Completed,34.2,
P001901,Completed,41.9,
P003938,Completed,21.4,
P003655,Completed,3.4,
P000052,Completed,23.4,
P001928,Completed,6.5,
P002027,Failed,,Compliance Hold
P004203,Completed,47.6,
P000629,Failed,,Network Error
P002944,Completed,4.0,
P003780,Completed,39.8,
P002274,Completed,41.0,
P003856,Completed,68.5,
P003762,Completed,64.6,
P000046,Completed,63.2,
P000187,Completed,54.7,
P001176,completed,70.5,
P002389,Failed,,Insufficient Funds
P003852,Completed,51.8,
P001975,Failed,,
P003089,Failed,,Network Error
P003239,Completed,3.2,
P001310,Completed,71.5,
P002407,Completed,30.5,
P003603,Completed,25.9,
P001466,Completed,17.9,
P000577,Completed,16.5,
P000421,Completed,34.3,
P003469,Delayed,122.3,
P004416,Delayed,144.9,
P004344,Delayed,176.2,
P002646,Completed,39.8,
P001155,Completed,13.0,
P002099,Completed,71.1,
P001955,Completed,67.3,
P001230,Completed,34.6,
P003428,delayed,74.2,
P001126,Completed,30.7,
P004205,Completed,69.5,
P002123,Completed,58.5,
P002559,Delayed,183.2,
P000510,Completed,13.8,
P004233,Delayed,151.5,
P003766,Completed,68.3,
P001433,Completed,49.7,
P000726,Completed,53.5,
P001445,Completed,70.5,
P002673,Completed,2.9,
P000322,Completed,45.6,
P000129,Completed,31.8,
P002889,Completed,60.1,
P001993,Delayed,226.2,
P002479,Delayed,51.2,
P003782,Completed,8.7,
P003227,Completed,38.1,
P000637,Completed,20.1,
P003579,Completed,14.6,
P003692,Completed,71.0,
P002787,Completed,68.2,
P001867,Delayed,93.1,
P000013,Completed,46.2,
P001115,Completed,8.8,
P004127,Completed,57.2,
P002872,Completed,55.1,
P000914,Completed,51.8,
P003783,Completed,28.9,
P001775,Completed,56.7,
P003729, Completed,6.4,
P000677,Completed,31.3,
P003596,Completed,18.2,
P001141,Completed,43.6,
P000270,Completed,56.4,
P000656,Delayed,147.9,
P001659,Completed,31.4,
P000282,Completed,3.5,
P001080,Completed,62.5,
P004488,Delayed,167.5,
P001713,Delayed,204.1,
P004120,Completed,29.9,
P000843,Completed,66.4,
P002356,Completed,4.7,
P002057,Delayed,208.3,
P003215,Completed,24.1,
P003065,Completed,32.9,
P002476,Completed,19.5,
P000105,Completed,38.0,
P003894,Completed,14.7,
P001386,Completed,52.1,
P003269,Completed,33.5,
P004377,Completed,3.5,
P004369,Completed,8.9,
P003391,Completed,26.0,
P004035,Completed,41.3,
P000680,Completed,33.5,
P001667,Completed,2.9,
P001663,Failed,,Network Error
P002334,Completed,52.1,
P000163,Completed,14.7,
P003378,Completed,70.2,
P000094,Completed,63.0,
P002039,Completed,57.2,
P002281,Failed,,Insufficient Funds
P000791,Completed,,
P002206,Completed,59.6,
P002897,Completed,60.8,
P001042,Delayed,75.0,
P001469,completed,14.8,
P002501,Completed,15.6,
P003217,Completed,32.6,
P004117, Completed,71.8,
P002971,Completed,42.5,
P003125,Completed,70.0,
P001059,Completed,18.4,
P001488,Completed,56.1,
P000681,Completed,40.1,
P000615,Completed,55.1,
P001772,Completed,28.9,
P001573,Delayed,106.9,
P004302,Completed,51.5,
P003410,Completed,60.1,
P002783,Delayed,210.3,
P002006,Completed,64.1,
P000775,Completed,37.9,
P001224,Completed,27.7,
P001703,Completed,39.6,
P003282,Completed,69.3,
P001375,Completed,33.0,
P000602,Completed,13.1,
P003204,Completed,51.2,
P002368,Completed,56.5,
P000402,Completed,60.3,
P001395,Completed,17.4,
P003628,Completed,8.8,
P000598,Completed,36.4,
P000296,completed,7.2,
P000074,Completed,55.3,
P004181,completed,16.0,
P003941,Completed,5.5,
P001019,Completed,56.1,
P000029,Completed,2.1,
P001183,Completed,65.8,
P002814,completed,23.1,
P001910,Completed,11.6,
P000399,Completed,6.2,
P002339,Delayed,227.0,
P002215,Completed,49.2,
P000574,Completed,44.7,
P003352,Completed,60.0,
P001428,Completed,11.8,
P001287,Completed,50.1,
P004295,Delayed,231.8,
P003295,Completed,54.5,
P004200,Completed,10.2,
P001897,Completed,65.0,
P003529,Completed,44.2,
P003000,Completed,59.5,
P002076,Completed,-67.6,
P004367,Completed,18.0,
P001251,Completed,48.5,
P003066,Completed,26.3,
P003527,Delayed,,
P000622,Completed,14.7,
P001162,Completed,21.6,
P003103,Completed,3.9,
P000542,Completed,28.1,
P000031,Completed,7.6,
P003383,Completed,16.1,
P000411,Failed,,Insufficient Funds
P001410,Completed,49.6,
P001370,Completed,10.7,
P002379,Delayed,81.0,
P003183,Completed,50.9,
P000559,Completed,50.3,
P004240,Delayed,171.1,
P003945,Delayed,171.2,
P002216,Completed,17.8,
P001693,Failed,,Compliance Hold
P002622,Delayed,123.9,
P002008,Completed,2.8,
P001027,Completed,10.9,
P000575,Completed,-59.4,
P003961,Completed,21.5,
P002608,Delayed,129.5,
P001164,Failed,,
P000230,Delayed,106.9,
P003829,Delayed,198.2,
P000453,Completed,44.4,
P004252,Completed,52.4,
P000016,Completed,11.0,
P000905,Failed,,Invalid Account Details
P002132,Completed,26.6,
P001676,Completed,21.5,
P002305,Completed,67.5,
P003046,Completed,39.3,
P001379,Completed,14.3,
P003212,Completed,61.6,
P004356,Completed,28.0,
P000449,Completed,5.3,
P003589,Completed,1.5,
P003482,Failed,,Compliance Hold
P003668,Completed,10.9,
P000492,Completed,67.8,
P002290,Completed,4.3,
P000181,Completed,55.5,
P003120,Completed,6.6,
P000445,Completed,59.7,
P000763,Completed,1.1,
P002982,Completed,6.6,
P001574,Completed,8.2,
P002107,Completed,58.4,
P000290,Completed,46.8,
P002338,Completed,8.7,
P004484,Completed,54.8,
P000494,Completed,61.5,
P001940,Completed,12.9,
P001270,Completed,26.3,
P004340,Delayed,239.6,
P001922,Completed,36.1,
P000956,Completed,,
P003535,Completed,,
P000086,Completed,46.6,
P002558,Failed,,Compliance Hold
P001896,Completed,41.2,
P001951,Completed,15.5,
P000668,Completed,64.1,
P002070,Completed,38.8,
P000550,Completed,34.0,
P003005,Completed,48.0,
P001848,Completed,58.6,
P003265,Completed,11.2,
P002864,Completed,19.6,
P003876,Completed,2.2,
P001056,Delayed,138.2,
P002226,Completed,67.0,
P002046,Completed,28.1,
P001938,Completed,33.6,
P003331,Completed,57.9,
P002244,Completed,64.0,
P000255,Completed,31.4,
P003738,Completed,6.3,
P001933,Delayed,110.5,
P004250,Failed,,
P001956,Completed,3.7,
P000328,Completed,15.0,
P001899,Delayed,228.8,
P001458,Completed,33.5,
P003027,Completed,58.7,
P001002,Completed,62.7,
P001684,Failed,,Network Error
P003135,Completed,65.7,
P003185,Completed,58.7,
P001756,Completed,61.7,
P001949,Completed,13.8,
P000305,Completed,3.7,
P004208,Completed,27.4,
P002103,Completed,35.8,
P000566,Completed,38.8,
P001098,Completed,41.4,
P003041,Delayed,96.8,
P001505,Completed,25.4,
P003657,Completed,35.2,
P002504,Completed,25.5,
P000401,Delayed,55.7,
P004241,Completed,5.6,
P003411,Completed,54.3,
P002126,Completed,8.8,
P002969,Completed,65.3,
P003172,Delayed,233.7,
P002235,Completed,33.1,
P001917,Completed,21.7,
P003918,Completed,9.2,
P002670,Completed,28.2,
P002936,Delayed,142.9,
P000973,Completed,13.2,
P002747,failed,,Network Error
P004303,Completed,37.1,
P000509,Completed,70.8,
P002421,Completed,3.6,
P001944,Completed,6.2,
P000409,Completed,51.8,
P002182,Completed,,
P002749,Delayed,148.5,
P004409,Completed,49.8,
P001134,Delayed,211.4,
P003820,Completed,40.7,
P004027,Completed,14.1,
P002044,Completed,39.7,
P003969,Completed,22.8,
P001723,Completed,57.0,
P001306,Completed,43.9,
P004281,Failed,,Insufficient Funds
P002425,Completed,31.5,
P003739,Completed,39.7,
P003926,Completed,37.0,
P001182,Completed,59.1,
P002457,Completed,25.5,
P003605,Completed,45.2,
P003462,Completed,2.6,
P001618, Completed,21.7,
P003276,Completed,19.2,
P003421,Completed,44.6,
P001965,Completed,3.9,
P002194,Completed,39.5,
P000478,Completed,47.8,
P001745,Completed,3.0,
P001597,Completed,41.9,
P002782,Completed,21.6,
P000176,Completed,,
P001213,Completed,4.4,
P000762,Completed,24.8,
P001451,Completed,3.5,
P002497,Completed,43.6,
P001455,Completed,12.2,
P000106,Completed,39.3,
P000555,Completed,9.5,
P001508,Completed,14.5,
P002898,Delayed,69.3,
P001154,Completed,56.8,
P000149,Completed,59.8,
P002145,Completed,55.1,
P004160,Completed,11.5,
P001988,Completed,19.7,
P001232,Completed,12.1,
P003483,Failed,,Regulatory Block
P001860,Completed,33.1,
P000533,Delayed,184.1,
P002121,Delayed,153.2,
P001360,Completed,28.1,
P002641,Completed,63.5,
P000313,Completed,44.5,
P004053,Completed,23.6,
P000847,Completed,57.1,
P002377,Completed,45.7,
P002062,Completed,64.4,
P000747,Completed,40.6,
P002973,Completed,24.6,
