rate_id,date,currency_pair,exchange_rate
R000167,2024-01-22,USD/AUD,1.5325
R002887,2025-01-14,USD/INR,82.7622
R000873,2024-04-24,USD/CAD,1.3314
R001362,2024-06-27,USD/CAD,1.3578
R000888,2024-04-26,USD/JPY,147.9665
R000889,2024-04-26,USD/CAD,1.358
R002381,2024-11-08,USD/JPY,147.0688
R002428,2024-11-14,USD/CAD,1.3492
R001820,2024-08-26,USD/GBP,0.7723
R002460,2024-11-18,USD/AUD,1.5272
R000499,2024-03-06,USD/INR,82.4715
R000715,2024-04-03,USD/JPY,148.4441
R002740,2024-12-25,USD/JPY,149.7682
R001057,2024-05-19,USD/EUR,0.9198
R002753,12/27/2024,USD/EUR,0.9157
R000365,02/17/2024,USD/CAD,1.3593
R003030,2025-02-02,USD/JPY,148.5511
R002321,2024-10-31,USD/INR,83.5657
R001728,2024-08-14,USD/INR,83.8723
R002044,2024-09-24,EUR/GBP,0.8513
R003031,2025-02-02,USD/AUD,1.4822
R000801,2024-04-14,USD/AUD,1.5343
R000618,2024-03-21,USD/CAD,1.3598
R002363,2024-11-06,USD/EUR,0.906
R000601,2024-03-19,USD/INR,83.8298
R000124,2024-01-17,USD/INR,82.0337
R001598,2024-07-28,USD/CAD,1.3778
R000335,2024-02-13,USD/JPY,149.9481
R001858,08/30/2024,USD/CNY,7.162
R002285,2024-10-26,USD/JPY,147.8104
R000305,2024-02-09,USD/JPY,148.469
R002418,2024-11-13,USD/INR,83.4834
R000981,05/08/2024,USD/CNY,7.2364
R001689,2024-08-09,USD/INR,83.4357
R002682,2024-12-18,USD/EUR,0.9172
R002117,2024-10-04,USD/EUR,0.9179
R000919,2024-04-30,USD/INR,82.8286
R001080,2024-05-21,USD/CNY,7.241
R000465,2024-03-01,EUR/GBP,0.849
R000582,2024-03-16,EUR/GBP,
R002609,2024-12-08,USD/JPY,149.8321
R001617,07/30/2024,USD/CNY,
R001275,2024-06-16,USD/EUR,0.9312
R001285,2024-06-17,USD/INR,82.5461
R001195,06/05/2024,USD/CNY,7.0656
R000829,2024-04-18,USD/JPY,147.876
R000992,2024-05-10,USD/JPY,145.468
R001198,2024-06-06,USD/INR,83.6597
R001196,2024-06-06,USD/EUR,0.9241
R001825,08/26/2024,EUR/GBP,0.8514
R001880,2024-09-02,USD/CNY,7.1221
R001862,2024-08-31,USD/JPY,149.7041
R001351,2024-06-26,USD/EUR,0.9092
R001528,2024-07-19,USD/INR,84.484
R001559,2024-07-23,USD/JPY,150.7166
R002408,2024-11-12,USD/EUR,0.9276
R002243,2024-10-21,USD/EUR,0.9382
R000410,2024-02-23,USD/CAD,1.3569
R000676,2024-03-29,USD/INR,82.5529
R000298,02/08/2024,USD/CAD,1.3541
R000926,2024-05-01,USD/GBP,0.7681
R000023,2024-01-03,USD/CNY,7.1848
R002268,2024-10-24,USD/INR,83.466
R001991,2024-09-17,USD/CNY,7.2375
R000729,2024-04-05,USD/GBP,0.7758
R001622,2024-07-31,USD/CAD,1.3306
R001347,2024-06-25,USD/CAD,1.3155
R001308,2024-06-20,USD_INR,83.1924
R000894,04/27/2024,USD/GBP,0.7891
R000672,2024-03-28,EUR/GBP,0.8324
R001673,2024-08-07,USD/INR,82.8741
R001200,2024-06-06,USD/CAD,1.3684
R000182,2024-01-24,USD/CAD,1.3384
R001750,2024-08-17,USD/EUR,0.9292
R002945,2025-01-22,USD/INR,83.4696
R000294,2024-02-08,USD/EUR,0.9278
R000202,2024-01-27,USD/GBP,0.7844
R002132,2024-10-05,USD/CNY,7.1814
R000127,2024-01-17,USD/AUD,1.5049
R000532,2024-03-10,USD/JPY,146.0326
R001432,2024-07-06,EUR/GBP,0.8569
R000200,2024-01-26,USD/CNY,7.0979
R001498,2024-07-15,USD/JPY,150.2944
R002096,2024-10-01,USD/JPY,148.3875
R001973,2024-09-15,USD/JPY,149.474
R000693,2024-03-31,USD/CAD,1.3354
R000935,2024-05-02,USD/CAD,1.3559
R000687,2024-03-30,EUR/GBP,0.848
R000818,2024-04-16,USD/CNY,7.2439
R000217,2024-01-29,USD/GBP,0.774
R002832,2025-01-07,USD/EUR,0.9115
R001278,2024-06-16,USD/JPY,149.0841
R000153,2024-01-20,USD/CNY,7.1312
R002427,2024-11-14,USD/JPY,149.3495
R001842,2024-08-28,USD/CNY,7.0449
R002115,2024-10-03,EUR/GBP,0.8563
R000966,2024-05-06,USD/CNY,7.2834
R000479,2024-03-03,USD/AUD,1.5668
R001283,2024-06-17,USD/EUR,0.9265
R001605,2024-07-29,USD/JPY,147.7831
R002051,2024-09-25,EUR/GBP,0.857
R001667,2024-08-06,USD/JPY,147.016
R002853,2025-01-09,EUR/GBP,0.8406
R001151,2024-05-31,USD/GBP,0.7723
R000813,2024-04-16,USD/INR,84.4039
R002728,2024-12-23,USD/CNY,7.2763
R001555,07/22/2024,USD/CNY,7.1637
R000251,2024-02-02,USD/JPY,146.6276
R000844,2024-04-20,USD/JPY,149.0679
R002409,2024-11-12,USD/GBP,0.7863
R001265,2024-06-14,USD/AUD,1.5226
R001009,2024-05-12,EUR/GBP,0.8589
R000328,2024-02-12,USD/CAD,1.3607
R000968,2024-05-07,USD/INR,84.6984
R000950,2024-05-04,EUR/GBP,0.8521
R002656,2024-12-14,EUR/GBP,0.8573
R000973,2024-05-07,USD/CNY,7.2404
R001897,2024-09-05,USD/JPY,148.1157
R000188,2024-01-25,USD/INR,83.1394
R000247,2024-02-01,USD/CNY,7.1459
R002104,2024-10-02,USD/JPY,150.1713
R002894,2025-01-15,USD/GBP,0.7817
R002938,2025-01-21,USD/GBP,0.7782
R002101,2024-10-02,USD/EUR,0.9235
R002419,2024-11-13,USD/JPY,149.0802
R001327,2024-06-22,EUR/GBP,0.842
R000284,2024-02-06,USD/AUD,1.5012
R002330,2024-11-01,USD/CAD,1.3615
R000158,2024-01-21,USD/CAD,1.3564
R002317,2024-10-30,EUR/GBP,0.8571
R001506,2024-07-16,USD/JPY,147.827
R000904,2024-04-28,USD/JPY,150.3985
R001346,2024-06-25,USD/JPY,
R001270,2024-06-15,USD/INR,84.2284
R002415,2024-11-12,USD/CNY,7.2531
R000976,2024-05-08,USD/INR,81.6279
R002691,2024-12-19,USD/INR,82.3541
R001646,2024-08-03,USD/AUD,1.5265
R001680,2024-08-08,USD/GBP,0.7766
R002186,2024-10-13,USD/INR,84.4758
R000123,2024-01-17,USD/GBP,0.7909
R001073,2024-05-21,USD/EUR,0.9207
R001535,2024-07-20,USD/INR,82.8123
R001305,2024-06-19,USD/CNY,7.2185
R002461,2024-11-18,EUR/GBP,0.8506
R002556,12/01/2024,USD/GBP,0.7842
R000418,2024-02-24,USD/CAD,1.3516
R002519,2024-11-26,USD/JPY,148.1587
R000870,2024-04-23,USD/CNY,7.3243
R002897,2025-01-15,USD/AUD,1.4883
R001031,2024-05-15,EUR/GBP,0.8478
R002994,2025-01-28,USD/AUD,1.5168
R002203,2024-10-15,USD/CAD,1.3597
R000757,2024-04-08,USD/AUD,1.5275
R001702,2024-08-10,USD/CNY,7.2151
R001543,2024-07-21,USD/JPY,150.967
R001157,2024-05-31,USD/CNY,7.1306
R001109,2024-05-25,USD/AUD,1.5105
R000068,2024-01-09,EUR_GBP,0.8585
R002286,2024-10-26,USD/CAD,1.3562
R000333,2024-02-13,USD/GBP,0.7806
R001593,07/27/2024,USD/CNY,7.2113
R000337,2024-02-13,USD/AUD,1.5075
R000913,2024-04-29,USD/CAD,1.3534
R001576,2024-07-25,USD/AUD,1.5195
R001537,2024-07-20,USD/AUD,1.5278
R002712,2024-12-21,USD/CNY,7.29
R000473,2024-03-02,USD/CNY,7.0712
R000902,2024-04-28,USD/GBP,0.7769
R001407,2024-07-03,USD/JPY,146.3886
R000866,04/23/2024,USD/JPY,147.9243
R001536,2024-07-20,USD/JPY,146.1319
R000885,2024-04-26,USD/EUR,0.9263
R000478,2024-03-03,USD/CAD,1.3542
R001330,2024-06-23,USD/GBP,0.7847
R001567,07/24/2024,USD/CAD,1.3509
R001343,2024-06-25,USD_EUR,0.924
R000742,04/06/2024,EUR/GBP,0.8391
R002801,2025-01-02,EUR/GBP,
R001341,2024-06-24,EUR/GBP,0.8514
R003002,2025-01-29,USD/AUD,1.5069
R000133,2024-01-18,USD/JPY,146.9225
R002806,2025-01-03,USD/JPY,145.8623
R002206,2024-10-15,USD/CNY,7.2139
R000982,2024-05-09,USD/EUR,0.9239
R001234,2024-06-10,EUR/GBP,0.8719
R002787,2024-12-31,EUR/GBP,0.8435
R001629,2024-08-01,USD/JPY,148.6008
R002278,2024-10-25,USD/CAD,1.3345
R001757,2024-08-17,USD/CNY,7.1701
R002497,2024-11-23,USD/JPY,148.0857
R001150,2024-05-31,USD/EUR,0.9122
R002462,2024-11-18,USD/CNY,7.2333
R002357,2024-11-05,USD/GBP,0.7771
R002553,2024-11-30,EUR/GBP,0.8659
R000257,2024-02-03,USD/GBP,0.7899
R000551,2024-03-12,USD/CNY,7.1862
R000634,2024-03-23,EUR/GBP,0.8464
R000899,2024-04-27,EUR/GBP,0.8603
R000290,2024-02-07,USD/CAD,1.3416
R002434,2024-11-15,USD/JPY,148.2411
R000778,2024-04-11,USD/JPY,148.1324
R002394,2024-11-10,USD/GBP,0.7749
R000054,2024-01-07,USD/CNY,7.2239
R001808,2024-08-24,USD/CAD,1.3569
R002189,10/13/2024,USD/AUD,1.5135
R000558,2024-03-13,EUR/GBP,0.8463
R002803,2025-01-03,USD/EUR,0.9232
R001986,2024-09-17,USD/EUR,0.9247
R000041,2024-01-06,USD/INR,83.8144
R002217,2024-10-17,USD/AUD,1.5134
R001173,2024-06-03,USD/EUR,0.921
R000262,2024-02-03,EUR/GBP,0.8495
R002163,2024-10-10,USD/INR,83.6145
R002109,2024-10-03,USD/EUR,0.917
R000084,2024-01-12,USD/GBP,0.776
R002496,2024-11-23,USD/INR,83.8766
R002457,2024-11-18,USD/INR,82.7174
R001890,2024-09-04,USD/JPY,148.4785
R002062,2024-09-27,USD/GBP,0.7789
R002453,2024-11-17,EUR/GBP,0.8494
R000209,2024-01-28,USD/GBP,0.784
R002696,2024-12-19,USD/CNY,7.2828
R001914,2024-09-07,USD/CAD,1.3568
R001607,2024-07-29,USD/AUD,1.5219
R001021,2024-05-14,USD/CAD,1.3571
R002695,2024-12-19,EUR/GBP,0.8528
R001404,2024-07-03,USD/EUR,0.9266
R002077,2024-09-29,USD/EUR,0.9257
R000210,01/28/2024,USD/INR,86.4055
R000154,2024-01-21,USD/EUR,0.9221
R002338,2024-11-02,USD/AUD,1.5208
R001591,2024-07-27,USD/AUD,1.5037
R001148,2024-05-30,EUR/GBP,0.8378
R001968,2024-09-14,EUR/GBP,0.8487
R001634,2024-08-02,USD/EUR,0.9295
R000598,2024-03-18,USD/CNY,7.1097
R001932,2024-09-10,USD/EUR,0.9246
R001657,2024-08-05,USD/GBP,0.7813
R000681,2024-03-30,USD/EUR,0.9266
R001566,2024-07-24,USD/JPY,148.0822
R001329,2024-06-23,USD/EUR,0.9089
R001519,2024-07-18,USD/GBP,0.772
R002150,2024-10-08,USD/CAD,1.3278
R000222,2024-01-29,EUR/GBP,0.8341
R000226,2024-01-30,USD/INR,
R002881,2025-01-13,USD/CAD,1.3198
R002393,2024-11-10,USD/EUR,0.9062
R001761,2024-08-18,USD/JPY,150.9353
R001361,06/27/2024,USD/JPY,148.4773
R002547,2024-11-30,USD/EUR,0.9073
R002709,2024-12-21,USD/CAD,1.3453
R001493,2024-07-14,EUR/GBP,0.8452
R002225,2024-10-18,USD/AUD,1.5101
R002238,2024-10-20,USD/INR,82.4063
R002010,2024-09-20,USD/INR,83.9801
R000206,2024-01-27,EUR/GBP,0.842
R001028,2024-05-15,USD/JPY,148.6782
R002747,2024-12-26,USD/INR,83.4008
R002110,2024-10-03,USD/GBP,
R001047,05/17/2024,EUR/GBP,0.8555
R000694,2024-03-31,USD/AUD,1.5294
R002397,2024-11-10,USD/CAD,1.3376
R002361,2024-11-05,USD/AUD,1.5044
R001187,06/04/2024,USD/CNY,7.1095
R001370,2024-06-28,USD/CAD,1.3381
R001908,2024-09-06,EUR/GBP,0.8404
R000017,2024-01-03,USD/EUR,0.9107
R003015,2025-01-31,USD/JPY,147.6334
R001677,2024-08-07,EUR/GBP,0.8603
R001185,2024-06-04,USD/AUD,1.505
R000657,2024-03-26,USD/AUD,1.5202
R001572,2024-07-25,USD/GBP,0.7702
R001738,2024-08-15,USD/CAD,1.3356
R001420,2024-07-05,USD/GBP,0.784
R000400,2024-02-22,USD/GBP,0.7897
R000619,2024-03-21,USD/AUD,1.5273
R000509,2024-03-07,usd-cad,1.3507
R000868,2024-04-23,USD/AUD,1.5251
R000887,2024-04-26,USD/INR,83.6858
R002111,2024-10-03,USD/INR,82.7473
R000600,2024-03-19,USD/GBP,0.7829
R002576,2024-12-03,EUR/GBP,0.8405
R000458,02/29/2024,USD/CNY,7.1057
R001118,2024-05-26,USD/CNY,7.1759
R000871,2024-04-24,USD/EUR,0.9184
R000791,2024-04-13,USD/INR,83.5574
R000955,2024-05-05,USD/JPY,148.378
R000651,2024-03-25,USD/CNY,7.3128
R000734,2024-04-05,EUR/GBP,0.8355
R002844,2025-01-08,USD/AUD,1.5022
R000380,2024-02-19,USD/JPY,147.2997
R000957,2024-05-05,USD/AUD,1.5252
R000172,2024-01-23,USD/INR,82.5212
R001945,2024-09-11,EUR/GBP,0.8553
R000660,2024-03-27,USD/EUR,0.9187
R002121,2024-10-04,USD/CAD,
R001095,2024-05-23,EUR/GBP,0.8562
R002480,2024-11-21,USD/INR,83.7765
R000643,2024-03-24,USD/CNY,7.1614
R000169,2024-01-22,USD/CNY,7.1624
R001518,2024-07-18,USD/EUR,0.9258
R001801,2024-08-23,USD/AUD,1.5489
R002174,2024-10-11,EUR_GBP,0.8513
R001918,2024-09-08,USD/EUR,0.9143
R000273,2024-02-05,USD/GBP,0.7891
R001216,2024-06-08,USD/CAD,1.3668
R001119,2024-05-27,USD/EUR,0.9219
R002502,2024-11-24,USD/EUR,0.9289
R001067,2024-05-20,USD/INR,82.1228
R002105,2024-10-02,USD/CAD,1.3339
R002266,10/24/2024,USD/EUR,0.931
R002335,2024-11-02,USD/INR,83.9408
R001913,2024-09-07,USD/JPY,149.4475
R000039,2024-01-06,USD/EUR,0.9078
R000307,2024-02-09,USD/AUD,1.5394
R000007,2024-01-01,EUR/GBP,0.8634
R000782,2024-04-11,USD/CNY,7.0841
R001191,2024-06-05,USD/JPY,148.6565
R000535,2024-03-10,EUR/GBP,0.8445
R000584,2024-03-17,USD/GBP,0.7977
R002657,2024-12-14,USD/CNY,7.1016
R002964,2025-01-24,USD/CNY,7.1041
R002555,2024-12-01,USD/EUR,0.912
R002770,2024-12-29,USD/INR,83.0365
R002231,2024-10-19,USD/JPY,147.4833
R000317,2024-02-10,USD/CNY,7.229
R001795,2024-08-22,USD/CNY,7.1953
R000272,2024-02-05,USD/EUR,0.9068
R000549,2024-03-12,USD/AUD,1.5256
R001693,2024-08-09,EUR/GBP,0.8574
R001720,2024-08-13,USD_INR,82.8377
R002780,2024-12-30,EUR/GBP,0.8541
R002977,2025-01-26,USD/CAD,1.3671
R000599,2024-03-19,USD/EUR,0.9159
R001690,2024-08-09,USD/JPY,148.1155
R000895,2024-04-27,USD/INR,84.35
R002632,2024-12-11,USD_JPY,149.1878
R001776,2024-08-20,USD/CAD,1.3322
R000571,2024-03-15,USD/JPY,148.5274
R002000,2024-09-19,USD/EUR,0.9131
R002123,2024-10-04,EUR/GBP,0.8498
R000062,2024-01-09,USD/EUR,0.9183
R001248,2024-06-12,USD/CAD,1.3396
R003028,2025-02-02,USD/EUR,0.9241
R001260,2024-06-14,USD/EUR,0.9195
R000810,2024-04-15,USD/CNY,7.1158
R001050,2024-05-18,USD/GBP,0.7908
R002466,2024-11-19,USD/JPY,149.8176
R000108,01/15/2024,USD/INR,83.3452
R002154,2024-10-09,USD/EUR,0.9221
R000674,2024-03-29,USD/EUR,0.9166
R000666,2024-03-27,USD/CNY,7.1876
R000510,2024-03-07,usd-aud,1.5074
R002180,2024-10-12,USD/CAD,1.3501
R001641,08/02/2024,USD/CNY,7.1817
R002663,2024-12-15,USD_AUD,1.5291
R001533,2024-07-19,USD/CNY,7.2032
R000867,2024-04-23,USD/CAD,1.3539
R001856,2024-08-30,USD/AUD,1.5098
R001737,2024-08-15,USD/JPY,146.9353
R000007,2024-01-01,EUR/GBP,0.8634
R001061,2024-05-19,USD/CAD,1.3604
R002106,2024-10-02,USD/AUD,1.545
R002752,2024-12-26,USD/CNY,7.2929
R001974,2024-09-15,USD/CAD,1.3526
R000590,2024-03-17,USD_CNY,7.1185
R002424,2024-11-14,USD/EUR,0.9196
R002701,2024-12-20,USD/CAD,1.3552
R000087,2024-01-12,USD/CAD,1.3624
R002916,2025-01-18,USD/INR,84.738
R000772,2024-04-10,USD/AUD,1.5115
R002395,2024-11-10,USD/INR,83.1306
R001250,2024-06-12,EUR/GBP,0.8368
R000709,2024-04-02,USD/AUD,1.4884
R002417,2024-11-13,USD/GBP,0.7843
R001861,2024-08-31,USD/INR,83.0883
R002129,2024-10-05,USD/CAD,1.3597
R002665,2024-12-15,USD/CNY,7.2133
R000419,2024-02-24,USD/AUD,1.5379
R001462,2024-07-10,EUR/GBP,0.8396
R001485,2024-07-13,EUR/GBP,0.8519
R002791,2025-01-01,USD/CAD,1.358
R002903,2025-01-16,USD/JPY,147.6538
R000852,2024-04-21,USD/JPY,147.6751
R001005,2024-05-12,USD/GBP,0.7854
R001997,2024-09-18,USD/AUD,1.5196
R001835,2024-08-28,USD/EUR,0.9144
R002389,2024-11-09,USD/CAD,1.362
R000437,2024-02-27,USD/GBP,0.7927
R001317,06/21/2024,USD/CAD,1.3356
R001624,2024-07-31,EUR/GBP,0.8443
R001481,2024-07-13,USD/INR,83.801
R001649,08/04/2024,USD/EUR,0.9309
R001004,2024-05-11,USD/CNY,7.1335
R001279,2024-06-16,USD/CAD,1.3526
R001824,2024-08-26,USD/AUD,1.5101
R002869,2025-01-11,USD/CNY,7.2184
R002905,2025-01-16,EUR/GBP,
R001837,2024-08-28,USD/INR,82.2484
R002861,2025-01-10,USD/CNY,7.1419
R001547,2024-07-21,USD/CNY,7.1083
R000336,2024-02-13,USD/CAD,1.348
R000089,2024-01-12,EUR/GBP,0.8455
R000875,2024-04-24,EUR/GBP,0.8497
R002647,12/13/2024,USD/AUD,1.5144
R000544,2024-03-11,USD/CNY,
R001242,2024-06-11,EUR/GBP,0.8483
R001881,2024-09-03,USD/EUR,0.9289
R002913,2025-01-17,USD/CNY,7.1275
R002512,2024-11-25,USD/CAD,1.3574
R000320,2024-02-11,USD/INR,83.0917
R000520,2024-03-08,USD/CNY,7.2339
R002353,2024-11-04,USD/AUD,1.5304
R000879,2024-04-25,USD/INR,83.1863
R000826,2024-04-18,USD/EUR,0.9334
R001291,2024-06-18,USD/EUR,0.9236
R002836,2025-01-07,USD/CAD,1.346
R002567,2024-12-02,USD/AUD,1.5049
R000139,2024-01-19,USD/GBP,0.7863
R000164,2024-01-22,USD/INR,82.5172
R001619,2024-07-31,USD/GBP,0.7767
R002850,2025-01-09,USD/JPY,147.6994
R001792,2024-08-22,USD/CAD,1.3516
R001046,2024-05-17,USD/AUD,1.5334
R000961,2024-05-06,USD/INR,83.7347
R001751,2024-08-17,USD/GBP,0.7589
R002589,2024-12-05,USD/AUD,1.5078
R002297,2024-10-28,USD_GBP,0.7833
R001505,2024-07-16,USD/INR,83.0584
R002590,2024-12-05,EUR/GBP,0.8495
R002982,2025-01-27,USD/GBP,0.7899
R001060,2024-05-19,USD/JPY,147.9496
R002744,2024-12-25,USD/CNY,7.2201
R000656,2024-03-26,USD/CAD,1.3508
R002065,2024-09-27,USD/CAD,1.3536
R002347,2024-11-03,USD/CNY,7.1456
R000138,2024-01-19,USD/EUR,0.917
R002388,2024-11-09,USD/JPY,147.1275
R001977,2024-09-15,USD/CNY,7.2607
R001582,2024-07-26,USD/CAD,1.3655
R000698,2024-04-01,USD/GBP,0.7702
R001098,2024-05-24,USD/GBP,0.7644
R002303,10/28/2024,USD/CNY,7.1524
R002638,2024-12-12,USD/INR,83.9832
R001393,2024-07-01,USD/CAD,1.3772
R002948,2025-01-22,USD/AUD,1.4745
R001267,2024-06-14,USD/CNY,7.172
R000136,01/18/2024,eur-gbp,0.8632
R001170,2024-06-02,USD/AUD,1.533
R002136,2024-10-06,USD/JPY,147.6482
R001504,2024-07-16,USD/GBP,0.78
R001363,2024-06-27,USD/AUD,1.5218
R002426,2024-11-14,USD/INR,83.6279
R000149,2024-01-20,USD/JPY,149.2751
R000304,2024-02-09,USD/INR,83.7078
R001018,2024-05-14,USD/GBP,0.7762
R001925,2024-09-09,USD/EUR,0.9391
R001053,2024-05-18,USD/CAD,1.3567
R002755,2024-12-27,USD/JPY,148.3902
R002860,2025-01-10,EUR/GBP,0.8516
R001905,2024-09-06,USD/JPY,148.3407
R002627,2024-12-10,USD/AUD,1.5413
R000199,2024-01-26,EUR/GBP,0.8505
R001769,2024-08-19,USD/AUD,1.5219
R002241,2024-10-20,EUR/GBP,0.8509
R000405,2024-02-22,EUR/GBP,0.8462
R002681,2024-12-17,USD/CNY,7.2288
R003024,2025-02-01,USD/CAD,1.3656
R000484,2024-03-04,USD_INR,83.3693
R001183,06/04/2024,USD/INR,83.964
R001340,2024-06-24,USD/CAD,1.3523
R001281,2024-06-16,EUR_GBP,0.8511
R001032,2024-05-15,USD/CNY,7.0602
R000792,2024-04-13,USD/JPY,148.8084
R000800,2024-04-14,USD/CAD,1.3504
R001202,2024-06-06,EUR/GBP,0.8464
R000423,2024-02-25,USD/JPY,148.1303
R003005,2025-01-30,USD/EUR,0.9251
R001884,2024-09-03,USD/AUD,1.511
R002976,2025-01-26,USD/JPY,148.657
R001480,2024-07-13,USD/GBP,0.7766
R001929,2024-09-09,USD/CAD,1.3649
R002541,2024-11-29,USD/INR,82.6096
R001530,2024-07-19,USD/CAD,1.3349
R000903,2024-04-28,USD/INR,83.2239
R000686,2024-03-30,USD/AUD,1.5308
R001552,2024-07-22,USD/CAD,1.3473
R000160,2024-01-21,EUR/GBP,0.8556
R001000,2024-05-11,USD/JPY,149.3503
R002471,2024-11-20,USD/GBP,0.7884
R002846,2025-01-08,USD/CNY,7.1012
R002251,2024-10-22,USD/EUR,0.9188
R000113,2024-01-15,USD/CNY,7.1843
R003025,2025-02-01,usd-aud,1.4916
R001447,2024-07-08,EUR/GBP,0.8455
R001953,2024-09-12,EUR/GBP,0.8423
R000923,04/30/2024,EUR/GBP,0.8511
R001625,2024-07-31,USD/CNY,7.3145
R003035,2025-02-03,USD/GBP,0.7805
R001320,2024-06-21,USD/CNY,7.1666
R001664,2024-08-06,USD/EUR,0.9144
R000816,2024-04-16,USD/AUD,1.4974
R002267,2024-10-24,USD/GBP,0.7661
R001474,2024-07-12,USD/JPY,148.5218
R001774,2024-08-20,usd-inr,83.3619
R000680,2024-03-29,USD/CNY,7.2713
R002580,12/04/2024,USD/JPY,151.1116
R001094,2024-05-23,USD/AUD,1.5208
R000081,2024-01-11,USD/AUD,1.5167
R001951,2024-09-12,USD/CAD,1.3261
R001240,2024-06-11,USD/CAD,1.372
R000330,2024-02-12,EUR/GBP,0.8553
R000243,2024-02-01,USD/JPY,149.2499
R000642,2024-03-24,EUR/GBP,0.8642
R000697,2024-04-01,USD/EUR,0.923
R002258,2024-10-22,USD/CNY,7.1498
R000754,2024-04-08,USD/INR,84.0766
R000436,2024-02-27,USD/EUR,0.9207
R001564,2024-07-24,USD/GBP,0.7869
R001935,2024-09-10,USD/JPY,152.4268
R002785,2024-12-31,USD/JPY,147.7765
R001713,2024-08-12,USD/JPY,145.2736
R000552,2024-03-13,USD/EUR,0.9186
R002985,2025-01-27,USD/CAD,1.3277
R000602,2024-03-19,USD/JPY,147.1306
R001965,2024-09-14,USD/JPY,149.3251
R001014,2024-05-13,USD/AUD,1.5095
R002486,2024-11-22,USD/EUR,0.9279
R001428,2024-07-06,USD/INR,82.2821
R002013,09/20/2024,EUR/GBP,0.8435
R001387,2024-06-30,EUR/GBP,0.8611
R001296,2024-06-18,USD/AUD,1.5185
R000467,2024-03-02,USD/GBP,0.7848
R001500,2024-07-15,USD/AUD,1.529
R002594,12/06/2024,USD/INR,83.2483
R002963,2025-01-24,EUR/GBP,0.8455
R000278,2024-02-05,USD/CNY,7.1369
R001070,2024-05-20,USD/AUD,1.5253
R001549,2024-07-22,USD/GBP,0.786
R001025,2024-05-15,USD/EUR,0.9359
R001466,2024-07-11,USD/INR,83.6897
R000941,2024-05-03,USD/CAD,1.3327
R001467,2024-07-11,USD/JPY,150.9798
R001324,2024-06-22,USD/JPY,149.2225
R001400,07/02/2024,USD/CAD,1.3411
R002503,2024-11-24,USD/GBP,0.7774
R001450,2024-07-09,USD/GBP,
R000907,2024-04-28,EUR/GBP,0.8384
R002698,2024-12-20,USD/GBP,0.7698
R001896,2024-09-05,USD/INR,82.8922
R000389,2024-02-20,USD/CAD,1.3628
R002071,2024-09-28,USD/INR,84.0032
R002387,2024-11-09,USD/INR,83.0083
R002173,2024-10-11,USD/AUD,1.5151
R000881,2024-04-25,USD/CAD,1.3841
R002757,2024-12-27,USD/AUD,1.523
R000051,2024-01-07,USD/CAD,1.3544
R001888,2024-09-04,USD/GBP,0.7833
R001703,2024-08-11,USD/EUR,0.9258
R000134,2024-01-18,USD/CAD,1.3564
R001106,2024-05-25,USD/INR,82.3348
R000704,2024-04-02,USD/EUR,0.907
R000483,2024-03-04,USD/GBP,0.7675
R001146,2024-05-30,USD/CAD,1.3502
R002039,2024-09-24,USD/GBP,0.7798
R002966,2025-01-25,USD/GBP,0.778
R000067,2024-01-09,USD/AUD,1.5189
R002314,2024-10-30,USD/JPY,149.2391
R002659,2024-12-15,USD/GBP,0.7813
R000908,2024-04-28,USD/CNY,7.2336
R000032,01/05/2024,USD/GBP,0.7944
R002858,2025-01-10,USD/JPY,148.1577
R000011,2024-01-02,USD/INR,82.8144
R000065,2024-01-09,USD/JPY,149.7066
R000777,04/11/2024,USD/INR,82.595
R000078,2024-01-11,USD/GBP,0.7777
R000492,2024-03-05,USD/JPY,150.6977
R002906,2025-01-16,USD/CNY,7.2339
R002114,2024-10-03,USD_AUD,1.5048
R002782,12/31/2024,USD/EUR,0.914
R002345,2024-11-03,USD/AUD,1.4873
R000592,2024-03-18,USD/GBP,0.7763
R001286,2024-06-17,USD/JPY,146.5231
R002809,2025-01-03,EUR/GBP,0.8578
R000725,2024-04-04,USD/AUD,1.5226
R002537,2024-11-28,EUR/GBP,0.8583
R001213,2024-06-08,USD/GBP,0.7744
R002300,2024-10-28,USD/CAD,1.3297
R002732,2024-12-24,USD/JPY,151.0022
R001638,2024-08-02,USD/CAD,1.3557
R002878,2025-01-13,USD/GBP,0.7748
R002958,2025-01-24,USD/GBP,0.7782
R000983,2024-05-09,USD/INR,82.3955
R000707,2024-04-02,USD/JPY,146.5986
R001688,2024-08-09,USD/GBP,
R002639,2024-12-12,USD/CAD,1.3361
R000274,02/05/2024,USD/INR,83.2085
R001710,2024-08-11,USD/CNY,7.11
R002760,2024-12-28,USD/EUR,
R000964,2024-05-06,USD/AUD,1.5308
R002532,2024-11-28,USD/GBP,0.7728
R002877,2025-01-13,USD/EUR,0.9114
R002996,2025-01-28,usd-cny,7.1856
R002680,2024-12-17,EUR/GBP,0.8478
R002575,2024-12-03,USD/AUD,1.5598
R001453,2024-07-09,USD/CAD,1.3533
R000150,2024-01-20,USD/CAD,1.354
R001758,08/18/2024,USD/EUR,0.9288
R000219,2024-01-29,USD/JPY,147.7792
R000240,2024-02-01,USD/EUR,0.9278
R001132,2024-05-28,EUR/GBP,0.8536
